Incident Number,Time in Alarm DateTime,Incident Date,Total Time Dispatch Notified to Last Unit Cleared(seconds),Incident Type Code,Incident Type,Location Street Address,Latitude,Longitude,Location ZIP
24-0000007,1/1/2024 0:31,1/1/2024,389,151,"Outside rubbish, trash or waste fire",2305 MONTE CARLO Drive,32.706149,-97.145757,76015
24-0000014,1/1/2024 1:01,1/1/2024,2350,151,"Outside rubbish, trash or waste fire",600 FULLER Street,32.747048,-97.112756,76011
24-0000020,1/1/2024 1:48,1/1/2024,2008,160,"Special outside fire, other",1617 SHERRY Street,32.718636,-97.070493,76010
24-0000048,1/1/2024 10:48,1/1/2024,2329,111,Building fire,216 WINDSTONE Drive,32.671768,-97.111198,76018
24-0000079,1/1/2024 13:34,1/1/2024,10623,111,Building fire,800 COTTONCREEK Circle,32.768217,-97.099016,76011
24-0000114,1/1/2024 19:07,1/1/2024,1536,162,Outside equipment fire,201 East LONESOME DOVE Trail,32.61853,-97.112851,76002
24-0000225,1/2/2024 16:06,1/2/2024,3372,118,"Trash or rubbish fire, contained",6404 BIG SPRINGS Drive,32.64094,-97.171834,76001
24-0000290,1/3/2024 4:16,1/3/2024,2938,154,Dumpster or other outside trash receptacle fire,848 West MITCHELL Street,32.725854,-97.118612,76013
24-0000318,1/3/2024 8:30,1/3/2024,4519,111,Building fire,1601 West ARBROOK BLV,0,0,76015
24-0000355,1/3/2024 15:44,1/3/2024,767,151,"Outside rubbish, trash or waste fire",730 CYPRESS CHASE Drive,32.766652,-97.100128,76011
24-0000395,1/3/2024 19:22,1/3/2024,1648,131,Passenger vehicle fire,South WATSON RD SB,32.691668,-97.063448,76014
24-0000408,1/3/2024 20:42,1/3/2024,1705,151,"Outside rubbish, trash or waste fire",2002 ALAMO Drive,32.767161,-97.127623,76012
24-0000415,1/3/2024 21:46,1/3/2024,913,154,Dumpster or other outside trash receptacle fire,710 CYPRESS CHASE Drive,32.765476,-97.102194,76011
24-0000428,1/4/2024 3:52,1/4/2024,9107,111,Building fire,3803 MARINE Court,32.688208,-97.209983,76016
24-0000642,1/5/2024 18:55,1/5/2024,1112,113,"Cooking fire, confined to container",211 KERBY Street,32.735304,-97.11882,76013
24-0000664,1/5/2024 22:14,1/5/2024,1448,154,Dumpster or other outside trash receptacle fire,408 North FIELDER Road,32.737772,-97.131846,76012
24-0000755,1/6/2024 17:07,1/6/2024,1800,111,Building fire,440 North BOWEN Road,32.738619,-97.149796,76012
24-0000842,1/7/2024 9:37,1/7/2024,10599,111,Building fire,1520 RUNNING BROOK Drive,32.718423,-97.054995,76010
24-0000876,1/7/2024 14:44,1/7/2024,1011,140,"Natural vegetation fire, other",1913 CALIFORNIA Lane,32.699512,-97.13778,76015
24-0000896,1/7/2024 17:10,1/7/2024,661,113,"Cooking fire, confined to container",2601 LYNNWOOD Drive,32.725578,-97.150965,76013
24-0000904,1/7/2024 18:47,1/7/2024,938,118,"Trash or rubbish fire, contained",2427 CLOVERDALE Street,32.729247,-97.065777,76010
24-0000933,1/8/2024 0:18,1/8/2024,2410,150,"Outside rubbish fire, other",1100 East ABRAM Street,32.735531,-97.095092,76010
24-0000956,1/8/2024 7:28,1/8/2024,1640,131,Passenger vehicle fire,4800 US 287 Highway,32.667593,-97.207307,76010
24-0001008,1/8/2024 13:00,1/8/2024,6893,111,Building fire,201 NETTLETREE Street,32.660476,-97.111266,76018
24-0001105,1/9/2024 2:57,1/9/2024,1338,140,"Natural vegetation fire, other",410 North ELM Street,32.741241,-97.104695,76011
24-0001291,1/10/2024 12:16,1/10/2024,1195,151,"Outside rubbish, trash or waste fire",2800 West DIVISION Street,32.735943,-97.153458,76012
24-0001293,1/10/2024 12:19,1/10/2024,1268,150,"Outside rubbish fire, other",1729 FOSTER Drive,32.75442,-97.134782,76012
24-0001303,1/10/2024 13:56,1/10/2024,4628,111,Building fire,4308 HIGH SPRINGS Court,32.69537,-97.175408,76016
24-0001347,1/10/2024 18:01,1/10/2024,794,143,Grass fire,BROWN BLV,32.774491,-97.089301,76011
24-0001465,1/11/2024 14:31,1/11/2024,1014,113,"Cooking fire, confined to container",709 MAGNOLIA Street,32.743022,-97.119932,76012
24-0001470,1/11/2024 14:30,1/11/2024,3463,111,Building fire,1410 PIKEVIEW Terrace,32.756398,-97.109658,76011
24-0001628,1/12/2024 15:34,1/12/2024,1854,113,"Cooking fire, confined to container",625 SPANISH OAK Court,32.614095,-97.103661,76002
24-0001760,1/13/2024 15:48,1/13/2024,3054,131,Passenger vehicle fire,902 FENCE LINE Road,32.646127,-97.126064,76001
24-0001769,1/13/2024 16:48,1/13/2024,2827,131,Passenger vehicle fire,1807 North COLLINS Street,32.762847,-97.096376,76011
24-0001820,1/14/2024 1:04,1/14/2024,5053,121,Fire in mobile home used as fixed residence,90 KEVIN Drive,32.825056,-97.077738,76040
24-0001833,1/14/2024 0:51,1/14/2024,11330,111,Building fire,2700 CLAIREISA Court,32.700039,-97.133107,76015
24-0001856,1/14/2024 6:06,1/14/2024,6007,111,Building fire,3408 BLUE FOREST Drive,32.628618,-97.163695,76001
24-0001908,1/14/2024 12:38,1/14/2024,223,151,"Outside rubbish, trash or waste fire",900 COWBOYS Way,32.745892,-97.097319,76011
24-0001909,1/14/2024 12:45,1/14/2024,589,154,Dumpster or other outside trash receptacle fire,4625 WINDCASTLE Drive,32.671768,-97.111198,76018
24-0001911,1/14/2024 12:51,1/14/2024,573,150,"Outside rubbish fire, other",820 BENGE Drive,32.724319,-97.117771,76013
24-0001929,1/14/2024 13:09,1/14/2024,4019,114,"Chimney or flue fire, confined to chimney or flue",309 PEBBLEBROOK Street,32.7025,-97.111428,76014
24-0001945,1/14/2024 16:04,1/14/2024,735,113,"Cooking fire, confined to container",2800 FORESTWOOD Drive,32.784776,-97.064974,76006
24-0001961,1/14/2024 16:56,1/14/2024,5425,151,"Outside rubbish, trash or waste fire",1601 East Divison Street,32.735339,-97.085544,76010
24-0001967,1/14/2024 17:58,1/14/2024,1313,131,Passenger vehicle fire,West NATHAN LOWE Road,32.655276,-97.12043,76017
24-0001969,1/14/2024 18:14,1/14/2024,898,154,Dumpster or other outside trash receptacle fire,900 COWBOYS Way,32.745892,-97.097319,76011
24-0001985,1/14/2024 19:09,1/14/2024,2852,111,Building fire,1911 LAVON CREEK Lane,32.767291,-97.078041,76006
24-0001986,1/14/2024 19:54,1/14/2024,27,118,"Trash or rubbish fire, contained",900 COWBOYS Way,32.745892,-97.097319,76011
24-0002009,1/14/2024 22:29,1/14/2024,9207,111,Building fire,712 WASHINGTON Drive,32.768938,-97.103102,76011
24-0002064,1/15/2024 11:03,1/15/2024,982,140,"Natural vegetation fire, other",1931 CALIFORNIA Lane,32.699596,-97.138043,76015
24-0002075,1/15/2024 12:10,1/15/2024,1411,160,"Special outside fire, other",2429 SUNFLOWER Drive,32.701187,-97.067788,76014
24-0002081,1/15/2024 12:58,1/15/2024,1353,118,"Trash or rubbish fire, contained",4720 MICHELLE Drive,32.669846,-97.225206,76016
24-0002129,1/15/2024 15:32,1/15/2024,2466,131,Passenger vehicle fire,I30 EB EXIT SH 360,32.759507,-97.05641,76011
24-0002131,1/15/2024 15:44,1/15/2024,1955,150,"Outside rubbish fire, other",1999 BEVER BLV,32.713234,-97.119605,76013
24-0002134,1/15/2024 15:24,1/15/2024,8312,111,Building fire,601 WESTVIEW Terrace,32.730589,-97.135905,76013
24-0002136,1/15/2024 15:46,1/15/2024,2497,154,Dumpster or other outside trash receptacle fire,1800 West PIONEER PWY,32.709117,-97.135679,76013
24-0002217,1/16/2024 0:24,1/16/2024,721,151,"Outside rubbish, trash or waste fire",820 BENGE Drive,32.724319,-97.117771,76013
24-0002276,1/16/2024 11:15,1/16/2024,2604,151,"Outside rubbish, trash or waste fire",7506 WILLOW OAK Lane,32.623694,-97.144166,76001
24-0002299,1/16/2024 13:16,1/16/2024,1428,118,"Trash or rubbish fire, contained",3604 FORT HUNT Drive,32.678214,-97.163291,76016
24-0002301,1/16/2024 12:59,1/16/2024,2679,111,Building fire,1925 South COOPER Street,32.712451,-97.113011,76013
24-0002309,1/16/2024 14:10,1/16/2024,1010,162,Outside equipment fire,500 SUNLIGHT Court,32.779526,-97.111501,76006
24-0002318,1/16/2024 14:28,1/16/2024,3004,161,Outside storage fire,2205 HIGHLAND VILLA Lane,32.772511,-97.136715,76012
24-0002355,1/16/2024 16:21,1/16/2024,3358,111,Building fire,2306 LONG RIDGE Lane,32.705891,-97.110099,76014
24-0002391,1/16/2024 19:28,1/16/2024,3649,111,Building fire,612 BIGGS Terrace,32.715598,-97.100586,76010
24-0002419,1/16/2024 21:06,1/16/2024,2300,160,"Special outside fire, other",6409 CALENDER Road,32.64016,-97.156987,76001
24-0002455,1/17/2024 2:58,1/17/2024,19886,111,Building fire,4102 ABELIA Court,32.653162,-97.173754,76017
24-0002471,1/17/2024 7:21,1/17/2024,926,151,"Outside rubbish, trash or waste fire",1861 BROWN BLV,32.774559,-97.081989,76006
24-0002487,1/17/2024 9:18,1/17/2024,883,154,Dumpster or other outside trash receptacle fire,3624 South COOPER Street,32.686725,-97.131212,76015
24-0002682,1/17/2024 20:11,1/17/2024,2458,131,Passenger vehicle fire,3211 West DIVISION Street,32.734437,-97.162861,76012
24-0002693,1/17/2024 20:51,1/17/2024,4853,114,"Chimney or flue fire, confined to chimney or flue",900 FRESHWOOD Court,32.657254,-97.121911,76017
24-0002705,1/17/2024 22:21,1/17/2024,3723,122,"Fire in motor home, camper, recreational vehicle",700 DEBBIE Lane,32.604022,-97.090038,76002
24-0002743,1/18/2024 7:27,1/18/2024,7965,111,Building fire,2203 MEDITERRANEAN Avenue,32.769896,-97.089728,76011
24-0002827,1/18/2024 16:54,1/18/2024,3886,131,Passenger vehicle fire,I20 EB ENTER GREEN OAKS RMP,32.674791,-97.194256,76017
24-0002854,1/18/2024 22:40,1/18/2024,792,113,"Cooking fire, confined to container",1039 SOUTHMOOR Drive,32.70973,-97.094267,76010
24-0002860,1/18/2024 23:14,1/18/2024,1197,160,"Special outside fire, other",2405 BLACK SPRUCE Court,32.647699,-97.148986,76001
24-0002905,1/19/2024 10:22,1/19/2024,3208,118,"Trash or rubbish fire, contained",701 East ARBROOK BLV,32.684549,-97.098307,76014
24-0002925,1/19/2024 14:49,1/19/2024,850,154,Dumpster or other outside trash receptacle fire,1249 ENCLAVE Circle,32.750668,-97.091277,76011
24-0002953,1/19/2024 18:31,1/19/2024,822,151,"Outside rubbish, trash or waste fire",East BARDIN Road,32.67311,-97.083596,76018
24-0002956,1/19/2024 14:54,1/19/2024,15137,154,Dumpster or other outside trash receptacle fire,1111 North GREAT SOUTHWEST PWY,32.763831,-97.045997,76011
24-0002965,1/19/2024 19:12,1/19/2024,2693,113,"Cooking fire, confined to container",6003 SPLITBRANCH Lane,32.646949,-97.124176,76017
24-0002969,1/19/2024 20:16,1/19/2024,928,150,"Outside rubbish fire, other",4000 BROOKMOOR Drive,32.697576,-97.169525,76016
24-0003065,1/20/2024 13:32,1/20/2024,1607,154,Dumpster or other outside trash receptacle fire,1634 NEW YORK Avenue,32.718751,-97.080308,76010
24-0003076,1/20/2024 14:36,1/20/2024,1530,131,Passenger vehicle fire,936 North COLLINS Street,32.749826,-97.097292,76011
24-0003080,1/20/2024 15:03,1/20/2024,2107,151,"Outside rubbish, trash or waste fire",SHERRY Street,32.700372,-97.072035,76010
24-0003103,1/20/2024 17:34,1/20/2024,3168,131,Passenger vehicle fire,3811 South COOPER Street,32.684116,-97.132523,76015
24-0003118,1/20/2024 20:22,1/20/2024,647,113,"Cooking fire, confined to container",608 JACKSON SQUARE Drive,32.707179,-97.103639,76010
24-0003134,1/20/2024 23:19,1/20/2024,2026,130,"Mobile property (vehicle) fire, other",1200 North COOPER Street,32.753393,-97.113895,76012
24-0003139,1/21/2024 0:28,1/21/2024,5803,118,"Trash or rubbish fire, contained",2021 West ABRAM Street,32.733359,-97.141304,76013
24-0003220,1/21/2024 17:55,1/21/2024,1668,113,"Cooking fire, confined to container",2211 DANIEL Drive,32.706923,-97.087927,76010
24-0003343,1/22/2024 16:15,1/22/2024,1320,111,Building fire,2106 MARIPOSA Lane,32.710676,-97.072917,76010
24-0003420,1/23/2024 5:31,1/23/2024,3650,131,Passenger vehicle fire,2356 RIDGE RUN Road,32.68406,-97.067853,76014
24-0003422,1/23/2024 2:38,1/23/2024,15557,111,Building fire,1729 FOSTER Drive,32.753977,-97.134599,76012
24-0003455,1/23/2024 10:49,1/23/2024,6227,111,Building fire,5529 KELLY ELLIOTT Road,32.655913,-97.175201,76017
24-0003494,1/23/2024 16:47,1/23/2024,682,118,"Trash or rubbish fire, contained",212 South COOPER Street,32.734685,-97.114999,76013
24-0003531,1/23/2024 21:38,1/23/2024,2143,154,Dumpster or other outside trash receptacle fire,1640 West RANDOL MILL Road,32.749731,-97.132951,76012
24-0003594,1/24/2024 11:23,1/24/2024,1898,151,"Outside rubbish, trash or waste fire",2580 East ARKANSAS Lane,32.706006,-97.064491,76010
24-0003626,1/24/2024 15:27,1/24/2024,4846,111,Building fire,515 VALLEY MILLS Drive,0,0,76018
24-0003680,1/24/2024 23:25,1/24/2024,5350,111,Building fire,2518 HOLLANDALE Circle,0,0,76010
24-0003747,1/25/2024 13:27,1/25/2024,1955,111,Building fire,2713 WESTRIDGE Drive,32.74257,-97.153203,76012
24-0003985,1/27/2024 5:21,1/27/2024,4096,114,"Chimney or flue fire, confined to chimney or flue",209 JIMAT Drive,32.735832,-97.130159,76013
24-0004018,1/27/2024 13:59,1/27/2024,636,140,"Natural vegetation fire, other",3404 South COLLINS Street,32.691146,-97.098138,76014
24-0004023,1/27/2024 15:07,1/27/2024,3546,150,"Outside rubbish fire, other",2711 DEER CREEK Drive,32.724817,-97.059576,76010
24-0004062,1/27/2024 19:27,1/27/2024,2660,151,"Outside rubbish, trash or waste fire",2602 West DIVISION Street,32.735922,-97.150499,76012
24-0004074,1/27/2024 21:53,1/27/2024,3029,131,Passenger vehicle fire,West I30 Freeway,32.75967,-97.114477,76010
24-0004160,1/28/2024 13:17,1/28/2024,1129,143,Grass fire,7263 CROWELL Avenue,32.628319,-97.098459,76018
24-0004178,1/28/2024 16:01,1/28/2024,2589,143,Grass fire,7215 FALLEN CREST Lane,32.62846,-97.155219,76001
24-0004204,1/28/2024 19:53,1/28/2024,1260,154,Dumpster or other outside trash receptacle fire,1620 West PARK ROW Drive,32.721066,-97.11029,76010
24-0004269,1/29/2024 10:15,1/29/2024,2822,131,Passenger vehicle fire,4500 South WATSON Road,32.673829,-97.064475,76018
24-0004293,1/29/2024 13:35,1/29/2024,4040,111,Building fire,508 JACKSON SQUARE Drive,32.707179,-97.103639,76010
24-0004372,1/30/2024 8:18,1/30/2024,2838,151,"Outside rubbish, trash or waste fire",4860 MATLOCK Road,32.667879,-97.114973,76018
24-0004484,1/30/2024 20:25,1/30/2024,1329,131,Passenger vehicle fire,1001 UTA BLV,32.734304,-97.119082,76013
24-0004558,1/31/2024 10:55,1/31/2024,3284,114,"Chimney or flue fire, confined to chimney or flue",101 South CENTER Street,32.737103,-97.107027,76010
24-0004751,2/1/2024 14:40,2/1/2024,783,151,"Outside rubbish, trash or waste fire",101 North COLLINS Street,32.737303,-97.096926,76010
24-0004910,2/2/2024 15:34,2/2/2024,898,151,"Outside rubbish, trash or waste fire",2301 NORWICH Court,32.688577,-97.145778,76015
24-0004954,2/2/2024 20:22,2/2/2024,959,118,"Trash or rubbish fire, contained",1121 DEBBIE Lane,32.606803,-97.085516,76002
24-0005028,2/3/2024 11:44,2/3/2024,626,118,"Trash or rubbish fire, contained",1729 FOSTER Drive,32.75442,-97.134782,76012
24-0005206,2/4/2024 18:17,2/4/2024,2011,113,"Cooking fire, confined to container",3211 West DIVISION Street,32.734437,-97.162861,76012
24-0005291,2/5/2024 13:01,2/5/2024,945,113,"Cooking fire, confined to container",2400 REDBROOK Court,32.694298,-97.067551,76014
24-0005300,2/5/2024 13:38,2/5/2024,2129,131,Passenger vehicle fire,West PIONEER PWY,32.720468,-97.177006,76014
24-0005307,2/5/2024 14:23,2/5/2024,1416,113,"Cooking fire, confined to container",1739 SADDLE CREEK Circle,32.687764,-97.137048,76015
24-0005314,2/5/2024 14:41,2/5/2024,2941,131,Passenger vehicle fire,211 South WATSON Road,32.734431,-97.061866,76011
24-0005326,2/5/2024 15:39,2/5/2024,2623,131,Passenger vehicle fire,2100 DESIGN Road,32.68283,-97.075336,76014
24-0005335,2/5/2024 16:54,2/5/2024,1282,113,"Cooking fire, confined to container",2702 South CASA BLANCA Court,32.700862,-97.148995,76015
24-0005344,2/5/2024 17:35,2/5/2024,1022,160,"Special outside fire, other",2604 HOLLYWOOD Drive,32.73082,-97.151043,76013
24-0005376,2/5/2024 21:52,2/5/2024,2158,118,"Trash or rubbish fire, contained",1504 NANDINA Drive,32.682802,-97.087369,76014
24-0005403,2/6/2024 5:02,2/6/2024,3399,121,Fire in mobile home used as fixed residence,2108 LAMPLIGHTER Circle,32.738953,-97.143686,76012
24-0005481,2/6/2024 16:34,2/6/2024,2032,131,Passenger vehicle fire,7301 West PIONEER PWY,32.727779,-97.202426,76013
24-0005537,2/7/2024 6:29,2/7/2024,957,150,"Outside rubbish fire, other",100 East I20 Highway,32.677632,-97.114951,76018
24-0005628,2/7/2024 22:33,2/7/2024,1381,154,Dumpster or other outside trash receptacle fire,3550 South FIELDER Road,32.68895,-97.134594,76015
24-0005736,2/8/2024 17:26,2/8/2024,4461,131,Passenger vehicle fire,1136 North SH 360 Freeway,32.763939,-97.063277,76006
24-0005740,2/8/2024 16:36,2/8/2024,11096,111,Building fire,1609 SHERRY Street,32.718231,-97.071646,76010
24-0005742,2/8/2024 18:09,2/8/2024,1789,113,"Cooking fire, confined to container",7704 PITTSFORD Lane,32.62037,-97.107774,76002
24-0005812,2/9/2024 12:11,2/9/2024,611,118,"Trash or rubbish fire, contained",2015 MARILYN Lane,32.721898,-97.077434,76010
24-0005876,2/9/2024 19:34,2/9/2024,2731,151,"Outside rubbish, trash or waste fire",5311 BAMA Drive,32.658245,-97.169113,76017
24-0005926,2/10/2024 7:12,2/10/2024,1551,151,"Outside rubbish, trash or waste fire",MEDLIN Drive,32.70655,-97.127884,76013
24-0006080,2/11/2024 13:29,2/11/2024,866,160,"Special outside fire, other",100-BLK South BOWEN Road,32.73591,-97.149139,76013
24-0006151,2/12/2024 2:10,2/12/2024,3541,131,Passenger vehicle fire,1607 KENT Drive,32.718892,-97.086877,76010
24-0006152,2/12/2024 2:26,2/12/2024,7710,111,Building fire,6607 SPENCER Drive,32.637843,-97.091799,76002
24-0006349,2/13/2024 11:01,2/13/2024,2206,154,Dumpster or other outside trash receptacle fire,2175 East Arkansas Street,32.706096,-97.071812,76010
24-0006381,2/13/2024 14:26,2/13/2024,1002,151,"Outside rubbish, trash or waste fire",140 South BOWEN Road,32.734367,-97.149568,76012
24-0006406,2/13/2024 17:12,2/13/2024,493,118,"Trash or rubbish fire, contained",811 FONDREN Drive,32.637477,-97.1204,76001
24-0006449,2/13/2024 23:09,2/13/2024,3977,160,"Special outside fire, other",2231 FORUM Drive,32.712379,-97.053424,76010
24-0006518,2/14/2024 12:56,2/14/2024,819,154,Dumpster or other outside trash receptacle fire,INEZ Drive,32.713005,-97.149166,76011
24-0006657,2/15/2024 14:33,2/15/2024,3834,131,Passenger vehicle fire,1000 Southeast GREEN OAKS BLV,32.653035,-97.09546,76018
24-0006672,2/15/2024 18:35,2/15/2024,1089,151,"Outside rubbish, trash or waste fire",1018 AUBURN Drive,32.77847,-97.120202,76012
24-0006683,2/15/2024 19:45,2/15/2024,3048,154,Dumpster or other outside trash receptacle fire,3317 East DIVISION Street,32.740785,-97.052525,76011
24-0006690,2/15/2024 20:16,2/15/2024,4122,131,Passenger vehicle fire,1100 Southwest GREEN OAKS BLV,32.659529,-97.130442,76017
24-0006723,2/16/2024 4:58,2/16/2024,2156,154,Dumpster or other outside trash receptacle fire,1130 North FIELDER Road,32.752034,-97.131695,76012
24-0006832,2/16/2024 22:19,2/16/2024,2033,150,"Outside rubbish fire, other",North FIELDER Road,32.742918,-97.13179,76013
24-0006940,2/17/2024 19:58,2/17/2024,4267,111,Building fire,619 VALLEY MILLS Drive,32.647412,-97.10343,76018
24-0007023,2/18/2024 13:23,2/18/2024,1890,118,"Trash or rubbish fire, contained",1905 BROWN BLV,32.774145,-97.079526,76006
24-0007026,2/18/2024 13:15,2/18/2024,8359,111,Building fire,4919 WILD HOLLY Lane,32.66727,-97.211613,76017
24-0007095,2/18/2024 23:19,2/18/2024,1294,151,"Outside rubbish, trash or waste fire",300 BROADMOOR Avenue,32.733972,-97.095084,76011
24-0007107,2/19/2024 3:10,2/19/2024,2655,131,Passenger vehicle fire,Southeast GREEN OAKS BLV,32.654615,-97.099705,76012
24-0007180,2/19/2024 15:29,2/19/2024,1083,150,"Outside rubbish fire, other",East MAYFIELD Road,32.691765,-97.097774,76014
